variable,mean,median,sd,mad,q5,q95,rhat,ess_bulk,ess_tail
gamma,0.25417988956655824,0.24885730817872953,0.048920762315766364,0.04823738557126308,0.18320154422146598,0.34236284190214394,1.0053314191138714,1058.401346204273,716.7029139072155
nu,0.14398959573147527,0.1417692283350378,0.02806064044805272,0.02799217153053238,0.10307705801475464,0.19359176224016944,1.0070257083205414,1142.7502640774926,734.3494222419631
rho_conc,1.17634331426504,1.1192145984883641,0.43872338300036506,0.3932620288326418,0.6081319890156374,2.0216294527652,1.0018229616654544,1451.2988974543196,907.215243335851
rt_init,0.7997980783044972,0.7948951115379745,0.07365978064747851,0.0717541754106067,0.6824486991862206,0.9245646485306869,0.9997031557630662,813.9270520651546,756.025418713773
sigma_rt,0.15212354014470653,0.15100217979109729,0.01477260905272672,0.015164686943155016,0.12898041581652694,0.17775336813908135,1.005271383317638,935.5917362889608,685.1559438139521
tau,1.186854978939876,1.1660855349272303,0.14272642467448457,0.12837653501908158,0.980982581588341,1.4487557960142752,1.0063039380833663,735.0923905800086,639.6112930635294
E_init,13.025500965200267,12.993491165101755,0.6418219493446559,0.6650576250199226,12.006568224645767,14.062198015985041,1.0146472055883922,1157.830156287042,662.7852824190475
I_init,21.978813846136518,21.951599852367146,1.1373012270846234,1.1275357205418037,20.161841204622206,23.92106706552272,1.0038831540292337,786.3077224544609,596.4242899617476
alpha_t_values[0],0.11521537604072665,0.11136176197568756,0.02532253202473402,0.023862847332951388,0.08013920010494592,0.16291378964241426,1.004424306149611,1094.6113084297306,882.7668519476023
alpha_t_values[1],0.13391236338651774,0.13008494772728052,0.03349687662003776,0.032144791954999676,0.08780474507944273,0.19072611438171883,1.011194858585126,1044.1955835357587,692.0522883998899
alpha_t_values[2],0.15319887309436278,0.14966654017933878,0.03939550414373724,0.037835341296882256,0.09830727004603558,0.22282119771903008,1.002818158991734,1027.4139236645306,841.0441897327196
alpha_t_values[3],0.16608874330038503,0.16159168974387772,0.04118707384835942,0.038948408885543254,0.10630976990135695,0.23642778184861327,1.0013143053364284,1066.0477352618832,869.2154520347775
alpha_t_values[4],0.17686006391506676,0.17236419517385454,0.042482320515961604,0.040254629356243646,0.11526834908298751,0.25350690484873883,0.9997963989230076,1150.9320035761036,840.2580543016636
alpha_t_values[5],0.18390992612430168,0.17853092807332857,0.04448810442141737,0.04122900060709407,0.12085234185563999,0.26490216064396643,1.0059814102136195,1047.4471883396047,815.4520108253473
alpha_t_values[6],0.19052047072407918,0.18666063262481813,0.0434124308394224,0.04187988009758313,0.1261082720462509,0.2693262454372082,1.0007484690296826,1144.1558871881914,782.622266559767
alpha_t_values[7],0.19484782169687928,0.19195878660388696,0.04377106700657393,0.04179316432216101,0.1314402641617138,0.26924802490906713,1.0016599821452605,1086.3934498685926,694.902458551034
alpha_t_values[8],0.19721576526662957,0.19272322902548333,0.04216773855962316,0.040051593301223654,0.13511561821544388,0.27321900959555323,1.00577492506719,1220.0151344318067,804.6155176838815
alpha_t_values[9],0.19746644972877606,0.19476986701786794,0.042601551699659075,0.039659543218592615,0.13534724109028845,0.2744104474981606,1.000102473369404,1072.342389077668,708.8411058986579
alpha_t_values[10],0.19529802852685843,0.1907929554135167,0.04426668816956594,0.04221368520076634,0.13254909867971454,0.2762744524851479,0.998915280223896,1079.463542127388,640.7337395799424
alpha_t_values[11],0.1899520366944571,0.1849282332580018,0.04511858921440512,0.04321545992306023,0.12391343463437522,0.26719937648615544,1.0003602939464222,991.287299364579,727.8613897962589
alpha_t_values[12],0.1849235005662022,0.18122750191875536,0.045381230739710926,0.044316838290021726,0.11876691752143359,0.26158836312468947,1.0010578415376616,1238.416825805455,883.5375130222039
alpha_t_values[13],0.17831690252830323,0.1720683281243441,0.048575911075246093,0.0434452662284163,0.10967426368529296,0.26567605245363685,1.0041140565742808,1377.9119584068203,736.349097737818
alpha_t_values[14],0.1723844556510866,0.16681898486407395,0.05144812387185814,0.04783419418938197,0.09769545017700916,0.26582163396609265,1.0066662942736109,1197.9761084277598,631.1626237003543
alpha_t_values[15],0.1750859225030726,0.1661050855646004,0.05955677604763769,0.053604665260692075,0.09306219016213403,0.2848465067161591,1.0050067265244096,1027.29701566195,686.1367525671986
rt_t_values[0],0.7997980783044972,0.7948951115379745,0.07365978064747851,0.07175417541060679,0.6824486991862206,0.9245646485306869,0.9997031557630662,813.9270520651546,756.025418713773
rt_t_values[1],0.9289832188669085,0.9254435393008988,0.135098743580904,0.12682981196428098,0.7254379810228813,1.153437158635109,1.006003158158449,923.553391313019,616.5990052617636
rt_t_values[2],1.0634086439225423,1.0505278219119616,0.17108366754140694,0.17035816296774592,0.8038598730447585,1.3564503984125078,1.0036641670757294,917.5839144820433,739.4006510882542
rt_t_values[3],1.1537626102582201,1.1470039408469437,0.17815386887302928,0.1731842165465815,0.8735053009134831,1.465646255255152,1.0047722300183766,1307.2920338555014,669.1850052663116
rt_t_values[4],1.230345849166618,1.217245429318179,0.1851673917254254,0.17787767980191804,0.9491183377897919,1.5635761613959018,1.0000487248065921,1278.6995096455041,730.0229428672391
rt_t_values[5],1.279291905927951,1.267205070918898,0.19084867425032787,0.18028685139414394,0.9818652734104626,1.6320712751707065,1.0035422874454294,939.5572339190076,522.5507600076564
rt_t_values[6],1.3280128997060054,1.3149558465792106,0.19371507878817945,0.1900238540977655,1.031554435360875,1.6629001293370946,1.0018841838498753,1126.2548652953683,855.9814381623966
rt_t_values[7],1.359262611873298,1.3399601214820795,0.19805385992097063,0.1911120456117363,1.054840028791945,1.712901074351779,1.0081293670254416,873.1994443132103,783.3508834531622
rt_t_values[8],1.378558619891583,1.3687941621621973,0.20046528528501684,0.20283368095911497,1.08982683483604,1.743278197854649,1.0009187365965466,1110.5430143838496,787.033443754799
rt_t_values[9],1.380123824737766,1.3598045073055607,0.2045559856425027,0.20784492914411876,1.072802646102708,1.7543564490050945,1.0033865621331362,869.0881883947843,736.7143896513975
rt_t_values[10],1.3627145955810422,1.3426991680950797,0.20698132389458157,0.19611130583225472,1.0567659271735161,1.7116326238691955,1.0023993475341517,1042.3660880051768,879.7596684013469
rt_t_values[11],1.3242906772277476,1.3052652094334172,0.21619998280736932,0.2128407566670583,1.0008372210316532,1.6852085191437427,0.9997464803282478,1150.8871696545934,831.4872899031299
rt_t_values[12],1.290736060342125,1.27918777778723,0.23650827673152253,0.2214244729051327,0.9428951812414036,1.6958189693094454,1.0007693472171453,1293.9430136615783,851.1443762060229
rt_t_values[13],1.2458937305243065,1.2202925319582787,0.27431104171938997,0.25431209468251725,0.8502677267090472,1.728256618786462,1.0007913997337228,1274.1839771992545,938.6882492618498
rt_t_values[14],1.2072860031377064,1.174132026674772,0.3182107533920854,0.30240760899011065,0.7725080872308087,1.8154956384914063,1.015838260347584,1119.573387909875,636.1025479858174
rt_t_values[15],1.2294465162118888,1.1758603892810857,0.3896420017754173,0.3574823400753886,0.711364841651392,1.9296578642675377,0.9981999368855673,943.2527237475042,676.9128142175229
