iteration,chain,log_comp_counts_non_centered[1],log_comp_counts_non_centered[2],log_comp_counts_non_centered[3],log_comp_counts_non_centered[4],log_comp_counts_non_centered[5],log_comp_counts_non_centered[6],log_comp_counts_non_centered[7],log_comp_counts_non_centered[8],log_comp_counts_non_centered[9],log_comp_counts_non_centered[10],log_comp_counts_non_centered[11],log_comp_counts_non_centered[12],log_comp_counts_non_centered[13],log_comp_counts_non_centered[14],log_comp_counts_non_centered[15],log_comp_counts_non_centered[16],log_comp_counts_non_centered[17],log_comp_counts_non_centered[18],log_comp_counts_non_centered[19],log_comp_counts_non_centered[20],log_comp_counts_non_centered[21],log_comp_counts_non_centered[22],log_comp_counts_non_centered[23],log_comp_counts_non_centered[24],log_comp_counts_non_centered[25],log_comp_counts_non_centered[26],log_comp_counts_non_centered[27],log_comp_counts_non_centered[28],log_comp_counts_non_centered[29],log_comp_counts_non_centered[30],log_comp_counts_non_centered[31],log_comp_counts_non_centered[32],log_comp_counts_non_centered[33],log_comp_counts_non_centered[34],log_comp_counts_non_centered[35],log_comp_counts_non_centered[36],log_comp_counts_non_centered[37],log_comp_counts_non_centered[38],log_comp_counts_non_centered[39],log_comp_counts_non_centered[40],log_comp_counts_non_centered[41],log_comp_counts_non_centered[42],log_comp_counts_non_centered[43],log_comp_counts_non_centered[44],log_comp_counts_non_centered[45],log_comp_counts_non_centered[46],log_comp_counts_non_centered[47],log_comp_counts_non_centered[48],log_comp_counts_non_centered[49],log_comp_counts_non_centered[50],log_comp_counts_non_centered[51],log_comp_counts_non_centered[52],log_comp_counts_non_centered[53],log_comp_counts_non_centered[54],log_comp_counts_non_centered[55],log_comp_counts_non_centered[56],log_comp_counts_non_centered[57],log_comp_counts_non_centered[58],log_comp_counts_non_centered[59],log_comp_counts_non_centered[60],log_comp_counts_non_centered[61],log_comp_counts_non_centered[62],log_comp_counts_non_centered[63],log_comp_counts_non_centered[64],log_comp_counts_non_centered[65],log_comp_counts_non_centered[66],log_comp_counts_non_centered[67],log_comp_counts_non_centered[68],log_comp_counts_non_centered[69],log_comp_counts_non_centered[70],log_comp_counts_non_centered[71],log_comp_counts_non_centered[72],log_comp_counts_non_centered[73],log_comp_counts_non_centered[74],log_comp_counts_non_centered[75],log_comp_counts_non_centered[76],log_comp_counts_non_centered[77],log_comp_counts_non_centered[78],log_comp_counts_non_centered[79],log_comp_counts_non_centered[80],rt_params_non_centered[1],rt_params_non_centered[2],rt_params_non_centered[3],rt_params_non_centered[4],rt_params_non_centered[5],rt_params_non_centered[6],rt_params_non_centered[7],rt_params_non_centered[8],rt_params_non_centered[9],rt_params_non_centered[10],rt_params_non_centered[11],rt_params_non_centered[12],rt_params_non_centered[13],rt_params_non_centered[14],rt_params_non_centered[15],rt_params_non_centered[16],rt_params_non_centered[17],gamma_non_centered,nu_non_centered,I_init_non_centered,E_init_non_centered,rho_conc_non_centered,tau_non_centered,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
401,1,1.1511861346178562,0.7506216895576093,-1.043209180823282,0.1536775674119993,1.345876191073574,1.1382076765236813,0.6795971744148135,-2.217032814293066,-0.43932940639949164,1.3775817007199906,0.7056947888795024,1.030633448691067,1.4674412952245754,-0.8426739016425829,-0.4106877302735279,-0.5530126164649094,1.1217671564610052,0.1374237510963735,0.9970840830626586,0.339000624014248,-0.2888955920510239,0.5909381520605599,0.9227951001948584,-1.1200138172741108,-0.96957473617899,0.5149217182047748,-0.6146263279157296,-1.0459559638971643,-0.7718719926029419,1.2952829423254755,0.16919577570142907,-0.7903200443142425,-0.854568338118921,0.18063404266536184,1.1560480268580111,-0.7535482047685309,0.2927638788324787,0.04287434255278628,-2.0750821170096585,-1.1252070711535977,-0.7535976689091102,1.3497672721104788,0.8103701120250499,-0.8328683217755355,1.1561683976946482,1.314397514767918,1.407272873862045,0.3455442505669506,-0.3531964579513083,-0.4471902174116336,-0.4499086833762478,0.5810974636742093,-0.06940892966249329,0.24313980832455406,-0.7777344370340927,1.9267865471954977,0.22699133622088913,-0.6604089295612602,-0.7144899972873792,-1.9957666262048952,-0.8412985054948223,2.37644731885124,-0.7163101426924278,0.7404859545247282,-0.02604374950090088,0.9846098051831567,2.2204789677493606,-0.4182737564394169,0.6653864486911083,0.579015064480036,0.46082074274462126,2.558168729762008,-0.7694899806689146,1.108798624224085,0.0181145401633679,-2.757837771810763,-0.34210573686925,0.29258202250733195,-1.0200950648529916,-1.5452759526815134,0.2458275595568421,0.18250257893234675,0.5272343174508813,1.1359797843365844,0.759916167778888,-0.533420088514033,-0.328803688427675,1.087445910576638,-0.11094518671311507,-0.6387039975050531,-1.9896585198168601,1.5434569451407296,0.0031405784988645796,-1.0650770633801112,0.08432386364988978,-0.021730740254615313,-1.6195116316937421,0.18400352232556286,-1.3059008287587097,0.08742751884103978,-0.9956916874186366,-0.021496075056225403,0.49734025328091497,-255.74241206209913,63.0,1.0,0.9837969922071761,-255.74241206209913,305.2657510136237,0.018094301123994683,0.03460400719785639,6.0,0.0,0.08357736274305233,0.08357736274305233
402,1,-1.122424012772264,-0.6453605234931193,0.3841616498883499,0.9002996875636948,-1.9893237844132396,-0.8577698273456427,-0.621486787054511,0.20536975288093215,1.007441050185932,-1.1040014366426218,0.23510630838652194,-0.6638305097504058,-1.6921976770202347,0.34923714741673023,0.6477758691990868,1.0168790991351537,-1.1278873582251014,1.3921691656627442,-0.2845008951427339,0.38317740615005147,0.6892638473677434,-0.2756271060196563,-0.8575567452329995,1.5314544976297009,0.7913751194878067,0.4924014652667133,0.7397102888790893,0.3828906673547531,0.593220139464489,-1.250001708853587,-1.7149439703244431,0.27612344282374257,0.8698542033199069,-0.5893440806116776,-1.7817859760076205,0.16642211776908794,-0.6534039123591442,0.6526886504063294,1.8495029814664425,1.3800963397337123,2.2773418758525343,-0.6605092563544026,-0.7188373014370385,0.25004707485607197,-1.147455146621029,-1.8891682746718872,-1.6598686573743784,0.5951458722735399,0.02839964110288421,1.903816654308626,0.1288171443957374,-0.38707583169085197,-0.17718428876054146,-0.26597203192684704,0.20733339256651673,-1.5610331927307082,-0.004710586930826738,0.5682767534804332,0.44061805747317645,1.820367273155927,0.8677307308768234,-2.0733017383725167,0.8922337234781434,-1.031408805510541,-0.3181659829211156,-0.6416652494433801,-2.6047922817961893,0.8074688563992424,-0.2651047636514402,-0.5611536722728124,-0.5405194659276484,-0.3053675279283888,0.14673373169782922,0.5435995983030055,0.06819061122920718,2.5387427594708982,1.6839292610130299,-0.951180077191056,0.8047224747888255,0.5075758787481642,-0.4176262547735606,0.6721942448813771,0.8750342088269563,-0.6649520482399437,0.13650659618990876,0.3981811472146203,0.26527142710073476,0.4276416876089314,-0.43684734274731407,0.2102161998968015,1.9016553473367617,-1.409511700813955,-0.45681294913663395,1.2027160912638462,-1.3366903478585659,-0.3739462382071528,1.2806661433806255,1.7442277302638027,0.4028333715682683,1.7983358277145143,-0.2822323118331716,-0.5630185730832746,0.3251810506350383,-255.80873259579633,63.0,1.0,0.9970364004988261,-255.80873259579633,308.4447915036487,0.0038261209670054086,-0.013177193649369201,6.0,0.0,0.08357736274305233,0.08357736274305233
403,1,1.2829390209872846,-0.5180566355908671,-0.5907956762642782,1.299099711357019,-0.47140399127733607,0.768609503593452,0.4722532039258299,-0.5503712193325632,1.7864194045435091,1.394876374170161,-0.3869577292974086,-0.12724498202976078,0.5341352532260162,1.3806893766501553,-0.7999858361027029,-0.18358852462845843,0.6489895733248853,-0.9498965266478966,-1.2153101544108815,0.29374790456900235,0.30239333983209693,0.23520830589762576,0.21130679043406675,-0.3362929542451871,0.3499984167883049,0.2648847625238263,0.31736901155625286,0.6475210690485074,-1.0297797318011688,0.4754120897223509,0.23146853527868733,-0.9708069412549282,0.15659906048951933,-0.4554703216614478,1.936516998103653,0.23021572632895565,1.2644048140726674,-0.8662043480687053,-1.5313986295439552,-1.6151254902952008,0.6783954676714284,0.26862760321570894,-0.19522256790649511,-0.30155139590143026,0.9273256596803452,1.6233438645854565,-0.6049072941376716,-0.2771645734808066,0.5803178324977366,-0.47887410142997955,0.9327358687667064,-0.0785280446252271,-1.412165968305832,0.006991193718338881,2.2321668353594983,1.1430808627685112,-0.9032840938955643,0.5185303333342016,-0.1592865624113265,-0.5582513998061521,-1.2177656979082208,1.2713509802688605,0.7249881097855186,-0.32127917328074057,0.7823004964020097,1.0739514729472948,1.5446234663880152,-0.7929238571420917,-1.1284143865717084,0.8004506342275075,0.2900515082426052,1.5907751050540568,-0.2635976158880749,-1.0050025273270873,-1.8087976603989766,-0.4230619281269655,-1.1855579704894044,0.51428231545258,-1.025278660363072,-0.17161059869505535,0.5553636232975798,0.6673837076515181,0.23987455084906323,0.5724575411857419,0.06961407907013752,1.5192986286600214,-1.3690557219213209,-0.20040313121795408,0.42249401198304815,0.43315998217565754,-0.42107603094377355,-0.02835122733283406,-1.3270129561589326,-0.2826789118921871,0.027965683157083497,0.3483942767452302,-1.0440960381531836,-0.08030357916735328,1.102187603807718,-0.8023536781962154,1.096252163475504,-0.1557379181506351,0.3020577119239252,-241.63278857272857,63.0,1.0,0.9834028442705289,-241.63278857272857,300.6425638495949,0.002096943110814209,0.06878718630349567,6.0,0.0,0.08357736274305233,0.08357736274305233
404,1,-1.220195814690484,0.1342029332979891,-0.1535200991780319,-0.5979938021593441,0.06401000827796036,-0.7359129286166731,-0.4672554899600198,-0.22590231647552278,-1.614452034750587,-2.1436866825854684,1.1092880919147645,-0.4569772897962335,0.3620637126328241,-1.8278627842708743,2.4525063280589063,0.5250395403741561,0.01728252533521634,1.1156930406220682,0.9644213830628664,0.15849461522088862,-0.10689986208386691,-2.012840300196978,0.002289982679847674,-0.210997590066076,1.137631766264302,0.2101991094860213,-0.3429590007391062,0.9336666968973872,1.1648427165084356,0.30042801078649617,0.02589634180908533,1.579905024741206,-1.2919287264096837,0.9826062234015753,-0.8476580220988578,0.15677131381005344,-0.6371907787541937,1.1293065180425614,-0.5974106834432121,1.1524314487268033,-0.8667867325824518,-0.07934973051840936,0.06334415186569392,0.048211543632288065,0.26854204524571473,-1.9666129565638062,1.0354529061480415,0.2801522490891096,-0.05971107562598908,0.7897027510104686,-0.7597820738524983,0.011841918781493387,1.3695090466784814,0.2817561110695226,-2.1745908459017893,0.442171673113103,0.7820259980706902,-0.18292914548691733,0.47377096360898374,0.8686999885742136,1.0040440015876941,-1.687840299839867,-0.7152957831410341,0.6982464532490825,-0.6304157427131214,-1.408971734128521,-1.9940035019889697,0.21861067995793115,2.2701937002239063,0.23917496613428652,-1.4727152228792346,-1.2562561817888551,0.0766558235645596,0.6462527394062805,1.7459330226751104,0.16845555553600805,-0.2862604431475132,-0.343312183237568,-0.9358715387211803,-0.2464753432086092,-0.5449479091654389,-0.847849186547081,1.0657933095887144,0.5496673065669125,0.7394606589475157,-1.1009743961550604,1.3365586276009402,0.7617415241902671,0.5402698435405191,-0.9376625052460932,0.2780420034645521,0.026786387075589932,0.6904542819889615,-0.92882840383043,-1.2137583813457027,-1.1363954158256049,0.7131994393489902,-0.17489296883733457,-0.9688551143671552,-0.7190741199062165,-1.5960974924942206,0.953965739234669,0.40656801424398614,-249.53039328942373,63.0,1.0,0.7963762268765345,-249.53039328942373,295.1638571412282,0.23947770750180553,0.40242880339559406,6.0,0.0,0.08357736274305233,0.08357736274305233
405,1,0.5955557173163127,-0.12419323895039557,-0.8180897336404747,0.4471048480119044,-0.2805188804975897,-0.30425520687372104,-0.08826157972988519,-0.7985075316781833,2.065413023355972,0.7499430743713222,-1.3908173136044653,-0.2494798149747136,0.20717051345136941,1.9741196713945404,-2.3772767139798083,-0.6909285845770107,0.47435425706196377,-0.11657171323747195,-0.8783287314231609,0.0678090257014081,1.2435646929162205,2.0017557562604846,-0.2729321128774181,0.10309713651684463,-0.941435468239792,0.319044041363948,-0.05567688909488701,0.3945822156488124,-0.49292027107612113,-0.33862641318456205,-0.1775271809806798,-1.1809065116538213,-0.4947254835622389,-0.8233642635875214,0.7905882792781947,0.20298165521291173,1.0681870086704044,-0.4942988627036795,0.6741922270966394,-0.7218626353905475,1.4216238024983234,0.3319026925867396,-0.042578441156110564,0.14764894479660468,0.1280958337479568,2.3336522973053264,-0.6952266203686023,0.010935960605226605,-0.00011945257739486015,0.0018829274747252378,1.0444293486851415,-0.18964468113811972,-0.9882676916515819,0.562622382776668,2.4952469014573846,0.9856314556545971,-0.30039391973168805,0.5879794870998235,0.2831085197935048,-0.23119291572696493,-1.2809229071811663,1.8026897419582586,0.6553541181090244,0.34199993669565654,0.7038171348898168,2.349604234550963,1.638347859551537,0.2280072617649893,-2.4005005180898724,-0.40496163584055866,0.07954945754655102,0.9434627450424438,-0.36853876912591377,-1.2086650599647788,-1.5735357672864208,-0.22257183359931335,0.3391121072265077,0.2265965377207133,0.780952918364108,-0.5727447465820404,0.1431891630587241,1.593937198807115,0.23365048136056188,-0.1500815446886826,0.186871984432349,2.1195957053345316,-0.9300816797080779,-0.5119099963661923,-0.5963415535563362,0.320634722101079,0.0395788199675669,-0.4788458711157191,-1.5806829814780987,-0.32596118645444766,0.010911410179326451,-0.5336304284291697,-1.2559258363385424,-0.060708250329963416,1.0088035616621915,0.969207087767789,1.461474640015921,-0.3035203203444831,0.3279461177671164,-248.36345257141227,63.0,1.0,0.9965585685348866,-248.36345257141227,303.655016165504,-0.06362503568612965,-0.12557500780678765,6.0,0.0,0.08357736274305233,0.08357736274305233
406,1,-1.3800772807699948,0.21853419059573218,-0.21250661578876573,-0.022498769394527322,-0.36810919489377325,-0.07469852328259166,-0.005384329154413281,0.12131032026828985,0.15040988530530244,0.1478328543398492,2.225548565768241,-0.13617572770624212,0.5076922314401331,-2.1689698451710693,2.3983451017289825,-0.005410058079053162,0.5006875556409089,0.23518354858679974,0.003615381686612462,0.44259139949715753,-1.0282728529022243,-1.4371214430823676,1.8985191267431258,0.41905094100281204,0.9811842355925449,0.4100993699902417,0.4783803578292996,0.9585448297427033,-0.24981428236144385,0.2919816625203757,1.114750680253614,0.7628493564107586,0.5419794257969635,1.1495841420097086,-1.0771437585328503,0.19215964173147215,-1.5050717752438187,0.7377274603921892,-0.612997981897336,-0.008023693379091812,-0.8576885333648087,-0.03585988073041807,0.29961811984674247,0.08529630315107621,0.2596649468452253,-1.9758465041068423,1.0799088707561066,-0.44464779058481063,0.47638999755701117,-0.05581444841769293,-1.8423658955188986,0.2640724924496533,0.3649384550101817,-0.5140610072317519,-1.6640659467476755,-0.7578990130305279,0.7045721692807808,-0.7945193826425956,0.34869621707118087,0.9997446792371182,1.3395487307889886,-1.4949247361848725,-1.438174433731899,0.5836308106382719,-1.011348498026665,-1.9457452257326462,-1.7985027329276908,-0.1273274004266513,2.415025497175837,1.3093035627126255,-0.2240537521108104,0.21900594286807504,0.233725910859019,1.5951202068990837,1.8645889084373366,-1.381417270317035,-0.5683873708595731,-0.02986684549486133,-0.7371105213409301,1.2574232782841597,0.03954135650613377,-0.935174613092152,1.0030326933048912,-0.3993568739247513,1.7277795313519315,-1.1431143098085934,-0.6607850959086464,0.4362078581936365,0.5512485228851703,-0.8609212023929945,1.2039682518667387,-0.04041548616585859,1.6084135875154486,0.22824729880360267,-0.36184781856325643,-0.3918297889736696,-0.08311500592825957,1.1430774962047323,0.009266545260517955,-0.10957347190617875,-0.5471905330475024,0.5158054883361466,0.37056068692937694,-251.43306625660233,63.0,1.0,0.8763107751945153,-251.43306625660233,297.44591725167345,0.06464253017963983,0.5798014197428643,6.0,0.0,0.08357736274305233,0.08357736274305233
407,1,1.6147647152621716,-0.1028035378894224,0.1252529179749709,-0.5934390068535592,-0.08707458568160206,-0.9709985109625432,0.3374387524585666,-0.35571660456427745,-0.22346814788666267,-0.3283717805283771,-0.9984113970984143,0.1478441274950309,-0.3915687580527781,2.2071742343192784,-2.1285655857653953,0.29418542569710127,-0.3242563357129718,0.01333059718313917,-0.2323374169326966,0.04640766820153349,0.9911565471816421,1.5233032941343112,-1.845909411678264,-1.2550291875799082,-0.8635224133933973,-0.13939656836275474,-0.642437066366909,-0.07592823493055272,0.11847871653859655,-0.9698344145457936,-1.2572513526694402,-0.5538085415401277,0.9576228355033798,-0.7785330185039161,-0.7389562513059367,0.21259420257693185,-1.167514628780694,-0.8199819096172983,-1.8937379867701778,-0.24711188371459264,0.834477687232675,-0.03466203382892094,-0.2839859029740802,0.1931301807935875,-1.0688083456400672,-0.07288159144628145,-1.1901277506181753,0.4933948392966613,-0.04125082847087311,0.04997089463062725,2.023032491433648,-0.7314315577583068,-0.3234153381592374,1.7735333520926442,1.2608448003969712,-0.04546480049182419,-0.6404794856821858,-0.3681606561544458,-0.046024045735958065,-0.7160601487438687,-0.6904002481154861,2.9152292106725306,1.0645528074613533,0.2238464133593819,1.4988926842683177,1.8280660363899555,2.5325924553906294,-0.8242296772600176,-2.2020806349085635,-2.026283101043561,-0.3289575453199712,-0.039703299608233315,-0.144305229329913,-1.5679233654137021,-2.7408586041187495,1.2225055368694897,0.6891484024823429,0.0370039614504927,0.46197641969785286,-1.4320916619170398,-0.14184214678159662,1.8018994966089135,-0.49321930829212185,1.1039487684613498,-1.3940861893774579,1.1988826979168994,0.6418610997849017,-0.8450018376050245,0.496310454356088,1.7893092277202824,-0.7843209934083182,0.4938317719524083,-0.22164359562950844,0.21452010806636998,-0.24007128168340863,-0.19162581558400993,-0.26818195507904896,-1.0727206966201814,-0.09393938360436829,0.7726730921131555,0.5709453918231316,0.040980018062338336,0.37020557242524815,-257.42179151359585,63.0,1.0,0.987235497158155,-257.42179151359585,311.54893755674846,-0.13207156373289308,-0.42308759446217437,6.0,0.0,0.08357736274305233,0.08357736274305233
408,1,-1.640042869728206,-0.19667422148444916,0.11993355903742231,0.5263916213111123,0.7177377541922921,-0.04411822508549798,-0.33189310411614925,0.13542159373501775,-0.9286202105695754,0.40769781121157506,1.2412799949292774,0.19997472929195328,1.1001128832757658,-0.1439542685677818,3.0787160482152407,-1.0335587155709742,0.558156387460286,1.3044111117189423,0.8594427165168298,0.17908702867644394,-0.11357876871534187,-1.2370634400153662,-0.4598488761184598,1.83335835142818,1.038487252482519,-1.2010637859751643,-0.7131025035907913,-0.3243660983182693,-1.5333624874129232,0.9623388084532541,1.8925394569044582,0.9199480908963227,-1.0222969183282464,1.2690246608959943,-0.3580501936460976,0.4391022374673494,0.7756917486481213,0.9101494674133302,1.748727623454281,0.019989455716955422,1.4363155583401899,0.26839344471719717,1.0051368730828885,-0.6567752270450665,0.7115013914701903,0.43542671531712873,1.3334179016507406,-0.06371154508012697,-0.183753887017842,-0.9442395559611683,-2.061638078552173,-0.11179514057165943,1.4728643112051694,-1.9484641286995863,-0.6628342829145363,0.08903908002921088,-0.2530549124831022,-0.037879907610955554,-0.05752920818145661,-0.6587950108042575,0.7629641335780993,-2.3065795569221343,-1.149094461291907,-0.017089059374107044,-2.0943737457168106,-1.1875856593510734,-1.8335434383528333,0.5977378896950819,2.1846313213968616,0.8835907004713961,0.0995569460585067,-1.2800708286599831,0.04019988092516582,0.8350358429327379,1.2204377839914748,-2.089200518275587,-0.572170097851382,-1.211363737717413,-0.056782361029677986,-0.21209752939906626,0.021502263372597506,-0.7628957439727722,1.7093788616479468,-0.955917092135027,2.4118879106182347,-0.4858439932682373,-0.7299188994385216,1.3752897922823517,-0.39562371610820546,-0.6283765687224766,0.6142491231332414,-0.5583068697753594,-1.0354122708688613,1.029919871026447,-1.2190155547045858,1.3443578323473513,0.9227923288516691,-0.5259927254175476,-0.3130508033915707,-1.548473948560241,0.5557328017014419,-0.21994192625055206,0.4383967116383244,-261.849970409038,63.0,1.0,0.9955373117553276,-261.849970409038,318.57251830814545,-0.0006732153315738287,-0.02554025518600156,6.0,0.0,0.08357736274305233,0.08357736274305233
409,1,1.4514592745507173,0.5014704264261468,-0.9560340655096162,-0.6417162350383879,-0.404812964172089,-0.307598239321852,0.16212139185306979,0.4489437223351688,0.7232416241953284,-0.6111311755325788,-1.016495881929567,-0.4068986154315964,-1.0537312134299124,1.0253487851448229,-2.0314225962585755,1.8609341862083164,-0.14793811094472353,-0.8605524785901828,-0.986651967709021,-0.5878393875965051,0.6315661854970467,1.7114769129135399,0.3355811796860452,-1.5535108089513574,-0.9583578215624162,1.3658783194368949,-0.10638676306341045,0.8511393757916975,1.6993145498938014,-1.063755836400213,-1.5462296553612411,-0.747877484036979,1.3241946380068526,-1.4784868881681723,0.45777955004278087,-0.41820246966274066,-0.5226885973994012,-0.9887774675151975,-1.8117860477371308,-0.4325555336012065,-1.1111722702457298,-1.6399742135222923,-0.6184405848417749,0.6809714985528428,-0.3933072523340182,-0.24091824389332853,-1.4987223613628216,0.12051516217869487,-0.1403735825697095,-0.9164429075460327,2.2141201107252044,-0.5150074197677775,-1.9052275334363078,1.9067939646178758,1.050444951195562,0.24308456281820776,0.49651661210002923,-0.15465508033725983,0.564621172660907,1.3387786558858163,-0.891427620930872,2.4642879062800183,1.1276981128008001,-0.019027138180032238,2.3823184250996112,1.4106943863887005,1.6982206088614844,-0.41544683996744025,-2.3700244127738754,-1.213786504394047,-0.518050861687087,-0.19579280606936605,-0.764900788268725,-1.5064778853841505,-1.1001482942259841,1.6513330193074793,0.5930720758053206,1.5566480355154437,0.06701046233645067,0.4369746079684239,-0.25590753078489725,1.4113145308999717,-0.7774139131262151,0.9558460762356343,-0.6211504209265314,0.9864835703820325,0.9070149946110408,-1.010572830413294,0.7248802911226729,1.032819239963524,0.4378441689061202,0.04967886765066098,0.6591748254040622,-0.7059420939301623,-1.234899981798022,-1.6558616830720876,-1.1175501524438753,0.39908403552722604,-0.0647135437860368,1.1169298619386367,0.22887039714089236,-0.2884557321719319,0.3283929051466915,-260.01756836716237,63.0,1.0,0.9837521623707053,-260.01756836716237,304.0912541396326,-0.08679161732118246,-0.1334985803659947,6.0,0.0,0.08357736274305233,0.08357736274305233
410,1,0.7252703629781497,-0.9041063797929523,-0.024482855603544892,-0.023814021892865245,1.2016449565225875,-1.567539887397954,-0.24937262476480668,-0.30792176747358546,-0.08080081087776886,-0.4703815820735891,0.056122978812363,-0.8860675471446648,1.3369578464214493,-0.5902923295542106,-0.5297866375808954,-0.7092817134978723,1.8249203797376625,1.3005582689162962,0.6797307846360484,0.8500469910369229,-0.744538553576626,-0.6552459414509417,-0.9392311516254908,-1.3801034045125529,-0.6961389630340447,0.6489336039605572,0.09524670230130337,1.5528603257882456,-2.1319993233290777,-0.8067458731644347,1.626131100784957,0.09286200585736137,0.4661270713666531,-1.2303602261175914,1.7976882400965888,1.7960958819154684,1.2044060760615911,0.07361119424460011,-2.466485636070512,1.7672806960749738,1.1724432543196366,1.5370372927756175,1.1644489810826462,0.01856761442211212,1.1149271427469047,2.1197949341079765,1.9892518514612716,0.3820550266389494,0.43346438988689895,-0.24171277989173068,-1.5631343499176804,-0.3796116662073665,0.6499429989029056,0.5017163405028402,-0.7472460119251646,0.32038732425707406,0.9852154638414864,-0.4055105560523439,-0.5428040533277457,-0.7100073527369961,-0.8804252167324493,1.3687598991725038,-0.4637809402844552,-0.0039614279489403595,-1.1148527409128273,-0.30415628469772005,0.39096677527064383,-2.1796690686573585,0.9416290344840275,-0.18441283943944214,-0.17952237447253905,0.5895826645128933,-0.919808355874385,-0.5270477859180004,0.17016019975960037,-1.819851668607636,-0.9123297392632685,-0.4036313288129518,-0.8203630422833267,-0.07454811955811405,0.1737191559786347,0.46375855162717333,-0.39665843407124834,0.07464853737193872,-0.30471454152354416,-1.120578127455008,0.22938715535577073,0.597153572186514,-0.45190691173783804,0.5169852831336558,0.15414237655831198,0.4635964640571635,2.1445421741467325,-0.33320623094463103,0.6940039915018035,0.20402471175689185,-0.3328868580463636,-0.5114214667304593,0.6081339950228467,-1.0019444829624007,0.05608192285485424,0.9072380749287918,0.397672171999742,-248.81864068611327,63.0,1.0,0.9043883073191544,-248.81864068611327,306.62687408987654,0.08901162210383973,0.2057124750673438,6.0,0.0,0.08357736274305233,0.08357736274305233
