name,time,value,.lower,.upper,.width,.point,.interval
E,0,5.985645491324527,5.790574099960615,6.178660089827249,0.5,median,qi
E,1,5.737784221614323,4.765900577675783,6.821228012217671,0.5,median,qi
E,2,5.502770672020098,4.025177682880653,7.641881876957616,0.5,median,qi
E,3,6.104491154485702,4.477999752809953,8.468960790708769,0.5,median,qi
E,4,6.225314038729939,4.321801520151401,8.577157480239357,0.5,median,qi
E,5,6.709183385999614,4.579793882583144,9.474085959143405,0.5,median,qi
E,6,7.084281285702179,4.677603414854438,10.510382846818874,0.5,median,qi
E,7,7.111612193946363,4.564899509292867,10.308082162999554,0.5,median,qi
E,8,7.173733607052638,4.655249883100626,10.628042875612056,0.5,median,qi
E,9,7.418915364531619,4.779124932533278,11.02193395402046,0.5,median,qi
E,10,7.633205251462371,4.916388237794733,11.342045521409899,0.5,median,qi
E,11,7.6247492243892285,4.935494723215568,11.581754236005485,0.5,median,qi
E,12,8.415735084280726,5.197784336976693,12.723289690055584,0.5,median,qi
E,13,8.495051616849995,5.334940824000398,12.940951214925489,0.5,median,qi
E,14,9.01570959152295,5.4809415337161465,13.290834528158928,0.5,median,qi
E,15,10.216451908638643,6.536025879398046,15.2031375363005,0.5,median,qi
E,16,11.071473623500877,6.904357236660319,16.59525837990846,0.5,median,qi
E,17,11.416785321513697,7.384121934164062,17.129455718106975,0.5,median,qi
E,18,11.863510615271384,7.648496063463153,17.517242216488434,0.5,median,qi
E,19,12.658169448204163,8.243132951363249,19.06066207302366,0.5,median,qi
E,20,13.07568177688621,8.645905690478632,19.457051199645726,0.5,median,qi
E,21,13.751605916528728,8.63946429324247,19.921180528342248,0.5,median,qi
E,22,14.186482419187623,9.379598729472525,21.004256579552504,0.5,median,qi
E,23,14.89621076854819,9.857071154418048,22.10784273333102,0.5,median,qi
E,24,15.613260165435733,10.11060109218263,22.864477762771735,0.5,median,qi
E,25,16.155151467601655,10.593171755495275,23.854080917633315,0.5,median,qi
E,26,17.89481958768294,11.968587113241435,26.1111804456104,0.5,median,qi
E,27,18.25132906981699,12.274332560378143,26.62435231331292,0.5,median,qi
E,28,18.426638003401322,12.166795081332133,26.92598079855124,0.5,median,qi
E,29,20.406244992682353,14.052635503584595,29.34632520549008,0.5,median,qi
E,30,20.749807789624874,14.17938309903392,29.629987842942494,0.5,median,qi
E,31,20.503868928756273,13.823097552484576,29.306186900002974,0.5,median,qi
E,32,20.331231958010907,13.931140680208213,29.63253912185243,0.5,median,qi
E,33,20.223689534159128,13.943779989030848,29.77992975028552,0.5,median,qi
E,34,19.833015755052095,13.258207052497562,29.25283291419221,0.5,median,qi
E,35,19.893989020457855,13.38830548590591,28.28392506970603,0.5,median,qi
E,36,19.453842576837843,13.284508521222126,27.671160854962814,0.5,median,qi
E,37,19.099726953872498,13.029527195287065,26.868527213702706,0.5,median,qi
E,38,18.268944195086778,12.409960565605497,26.24237915908255,0.5,median,qi
E,39,16.947463741989495,10.95924848396683,24.693916611994858,0.5,median,qi
E,40,16.016196241625003,10.554223324109568,23.138306669635305,0.5,median,qi
E,41,15.083832139054028,9.960801372989572,22.475541694175327,0.5,median,qi
E,42,14.010937221886604,9.132666447015051,21.16539749856633,0.5,median,qi
E,43,13.06406546715402,8.424093965724822,19.801541803207957,0.5,median,qi
E,44,12.365021880305536,7.792568993274056,18.941920087798067,0.5,median,qi
E,45,11.949611538266335,7.350839373813173,18.758504706190006,0.5,median,qi
E,46,11.796437262927649,6.987644235393988,18.329024555828966,0.5,median,qi
E,47,11.030689405909438,6.802179811505068,17.680097540540643,0.5,median,qi
I,0,9.97233452966784,9.641303114977001,10.345250648115101,0.5,median,qi
I,1,9.825801323242601,8.788554590584397,11.015623060030448,0.5,median,qi
I,2,7.371174803250694,5.586778154902141,9.347758555316688,0.5,median,qi
I,3,6.816892250880585,4.849105213310625,9.195364861447997,0.5,median,qi
I,4,7.575644521499992,5.329492022386344,10.304062465982668,0.5,median,qi
I,5,9.361832360418804,6.675408567482483,12.880361597851032,0.5,median,qi
I,6,12.612371006632115,9.310758974567156,16.751560246054858,0.5,median,qi
I,7,13.331815764153474,10.1560326659692,17.5331128686951,0.5,median,qi
I,8,12.994796557233059,9.726148095710906,17.14523412148853,0.5,median,qi
I,9,10.915826456839092,7.56558172463823,15.74512832482255,0.5,median,qi
I,10,10.674902328788708,7.227667715324945,15.137605379666706,0.5,median,qi
I,11,10.723291377407179,7.041656692199073,15.538572656129517,0.5,median,qi
I,12,10.11809287361028,6.629097512731073,15.105400463503015,0.5,median,qi
I,13,10.60507397069569,6.899219644530305,15.849021786393557,0.5,median,qi
I,14,10.884150363771848,7.059754168379609,16.261015145021013,0.5,median,qi
I,15,14.873324809336518,9.618860956930014,21.240001564482355,0.5,median,qi
I,16,18.94224802428132,13.718785776310224,26.590478619906506,0.5,median,qi
I,17,18.887988181903637,13.664501596847316,26.190625417782044,0.5,median,qi
I,18,18.845675293323254,13.430914639723934,26.648303427321316,0.5,median,qi
I,19,18.192372188393563,11.909367102576354,26.749976048904514,0.5,median,qi
I,20,18.194436064456358,11.734385526696643,26.778530503094345,0.5,median,qi
I,21,18.4081401260337,11.535503577982169,26.76020913466462,0.5,median,qi
I,22,18.85761746508949,12.048843200092252,28.03717462009171,0.5,median,qi
I,23,20.4259327460813,13.470135233929717,30.674659335025222,0.5,median,qi
I,24,20.81913561150329,13.737105514888356,31.205758182709786,0.5,median,qi
I,25,21.426452114724043,14.054856580294185,31.839522434362916,0.5,median,qi
I,26,26.863477163839125,18.638699484753047,37.35866123019734,0.5,median,qi
I,27,27.5264172904256,19.42584122544859,38.95297953637662,0.5,median,qi
I,28,29.0179306581868,20.510607021185375,40.77383421417306,0.5,median,qi
I,29,30.50402840543927,21.49540871014923,42.572855508751495,0.5,median,qi
I,30,30.67024996924006,21.55927001165503,43.73428984947842,0.5,median,qi
I,31,32.315780046596274,23.112589459677434,44.43552434331237,0.5,median,qi
I,32,33.16407147309249,24.254740661922433,45.76211021573714,0.5,median,qi
I,33,33.51191690562072,24.506478863605842,45.96078719798227,0.5,median,qi
I,34,34.11052615105025,24.49893567627683,46.43681629574263,0.5,median,qi
I,35,33.272564939073774,23.281858045973888,44.990849730469634,0.5,median,qi
I,36,32.04438747810944,22.62001965658172,43.5753503336311,0.5,median,qi
I,37,32.500212872537816,22.968648536045876,43.84629866713607,0.5,median,qi
I,38,32.955598635681184,23.617059766347964,44.36863105861586,0.5,median,qi
I,39,32.77972455238785,24.188637509116624,44.3709960891861,0.5,median,qi
I,40,29.35533184052428,20.549695447887025,40.36681611920777,0.5,median,qi
I,41,29.308602434045206,21.012409337252638,39.87183447103207,0.5,median,qi
I,42,29.14423719172055,20.71721758968599,39.45982603905006,0.5,median,qi
I,43,26.23707809918774,18.349387248390833,36.708305740503405,0.5,median,qi
I,44,21.277079842093027,13.975615853793503,31.022550975209445,0.5,median,qi
I,45,20.881876135172256,13.566793224565703,30.04934879626107,0.5,median,qi
I,46,20.077262904668594,12.911550685478218,29.638727621842552,0.5,median,qi
I,47,18.765065197578906,11.604075961053558,28.546671091042565,0.5,median,qi
alpha_t_values,0,0.1556240488318441,0.13433397641915115,0.18451981063152464,0.5,median,qi
alpha_t_values,1,0.16146128410561908,0.13467863049382742,0.18917899527590162,0.5,median,qi
alpha_t_values,2,0.1623998773329478,0.13389436221716433,0.19349216715446932,0.5,median,qi
alpha_t_values,3,0.16034599737276028,0.13208339018179924,0.19294971568758645,0.5,median,qi
alpha_t_values,4,0.16409168306975244,0.13614082383876594,0.19665229926500757,0.5,median,qi
alpha_t_values,5,0.16876495557773152,0.13961893042192067,0.20336229174501305,0.5,median,qi
alpha_t_values,6,0.16931082253462207,0.1401529440386005,0.20283849272226867,0.5,median,qi
alpha_t_values,7,0.16933780513156935,0.13832290937939631,0.20538605768027143,0.5,median,qi
alpha_t_values,8,0.17133133375317902,0.14182840441073624,0.20692253712976497,0.5,median,qi
alpha_t_values,9,0.16902915907014732,0.1415295185806858,0.20592597017388492,0.5,median,qi
alpha_t_values,10,0.16177691270053812,0.1330480027443088,0.19386349668409336,0.5,median,qi
alpha_t_values,11,0.15059127137706882,0.1234561930659134,0.17896432605248963,0.5,median,qi
alpha_t_values,12,0.1366307242267996,0.11147640543645729,0.16435185947607314,0.5,median,qi
alpha_t_values,13,0.12512488428352028,0.10291374110256302,0.15093410610337993,0.5,median,qi
alpha_t_values,14,0.11774338480297654,0.09412968564850724,0.14447331838937624,0.5,median,qi
alpha_t_values,15,0.1169691141203375,0.09229413837620334,0.15003595545569146,0.5,median,qi
log_genes_mean,0,3.2817658723540792,2.9881556944478067,3.584752589725459,0.5,median,qi
log_genes_mean,1,3.2802436020390386,2.9943742481796543,3.5550348315925833,0.5,median,qi
log_genes_mean,2,2.960095768552019,2.694182550618184,3.218308251984169,0.5,median,qi
log_genes_mean,3,2.871121844534663,2.5748955551428434,3.1469853842718187,0.5,median,qi
log_genes_mean,4,2.9789894869079054,2.7034401829497634,3.2628540363037537,0.5,median,qi
