iteration,chain,log_comp_counts_non_centered[1],log_comp_counts_non_centered[2],log_comp_counts_non_centered[3],log_comp_counts_non_centered[4],log_comp_counts_non_centered[5],log_comp_counts_non_centered[6],log_comp_counts_non_centered[7],log_comp_counts_non_centered[8],log_comp_counts_non_centered[9],log_comp_counts_non_centered[10],log_comp_counts_non_centered[11],log_comp_counts_non_centered[12],log_comp_counts_non_centered[13],log_comp_counts_non_centered[14],log_comp_counts_non_centered[15],log_comp_counts_non_centered[16],log_comp_counts_non_centered[17],log_comp_counts_non_centered[18],log_comp_counts_non_centered[19],log_comp_counts_non_centered[20],log_comp_counts_non_centered[21],log_comp_counts_non_centered[22],log_comp_counts_non_centered[23],log_comp_counts_non_centered[24],log_comp_counts_non_centered[25],log_comp_counts_non_centered[26],log_comp_counts_non_centered[27],log_comp_counts_non_centered[28],log_comp_counts_non_centered[29],log_comp_counts_non_centered[30],log_comp_counts_non_centered[31],log_comp_counts_non_centered[32],log_comp_counts_non_centered[33],log_comp_counts_non_centered[34],log_comp_counts_non_centered[35],log_comp_counts_non_centered[36],log_comp_counts_non_centered[37],log_comp_counts_non_centered[38],log_comp_counts_non_centered[39],log_comp_counts_non_centered[40],log_comp_counts_non_centered[41],log_comp_counts_non_centered[42],log_comp_counts_non_centered[43],log_comp_counts_non_centered[44],log_comp_counts_non_centered[45],log_comp_counts_non_centered[46],log_comp_counts_non_centered[47],log_comp_counts_non_centered[48],log_comp_counts_non_centered[49],log_comp_counts_non_centered[50],log_comp_counts_non_centered[51],log_comp_counts_non_centered[52],log_comp_counts_non_centered[53],log_comp_counts_non_centered[54],log_comp_counts_non_centered[55],log_comp_counts_non_centered[56],log_comp_counts_non_centered[57],log_comp_counts_non_centered[58],rt_params_non_centered[1],rt_params_non_centered[2],rt_params_non_centered[3],rt_params_non_centered[4],rt_params_non_centered[5],rt_params_non_centered[6],rt_params_non_centered[7],rt_params_non_centered[8],rt_params_non_centered[9],rt_params_non_centered[10],rt_params_non_centered[11],rt_params_non_centered[12],gamma_non_centered,nu_non_centered,I_init_non_centered,E_init_non_centered,rho_conc_non_centered,tau_non_centered,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
251,1,-0.9303658738323926,-1.3652654900348553,0.43461814603944526,-0.19221668983934506,-0.5601208472567177,0.30702576105707163,1.0582815886190908,0.8239025102021089,0.017259932622275875,-0.2689916792837238,0.7509141567545823,0.7072059708819852,0.7954120235174348,0.4325237735322174,0.29709152247360654,2.1655375011465594,-1.5060086460801454,-0.4464579139985169,2.5387980584438306,1.2631484069609906,1.7864718894070215,0.7603034992416838,0.5456267253332419,0.7185791949835706,-0.7105342220713091,1.7654386070879928,-2.212531868566424,1.3998876345428832,0.1711962537357643,0.5719451946972892,1.2508408868142475,0.8199616260001379,-1.9246800601582832,1.3435666282538354,-0.010782265613147213,0.34914270217579374,0.04515274522196587,1.0936130828195993,-0.35769569408626783,0.14752562281666265,-0.7150140425413488,1.9909843321194347,0.6244021690038823,0.4001068105024918,-1.4403620282312335,0.13377116788486906,0.8781575420576674,-0.20808234949148624,-0.1735274293406403,-0.9979839185807307,1.434922848125306,1.0322047733453459,-0.7260011118070474,-0.7883623505902002,-1.165538492586194,-0.1149410316044044,1.4075175782940448,0.8301575720504889,0.9298595942495166,-0.6031085254720033,0.01664498469695061,-0.3575291996654414,0.8861899900360141,0.6880774853669064,1.0982161351907656,-0.1755284670234818,0.16281092113740517,0.18900032539353223,0.033815299903986754,-0.8119925383367083,-0.16435721529886768,-1.0097416343711683,-1.9925453009178247,0.45468221928639063,1.6964674302981928,0.2903863293361031,-189.7561371972514,31.0,1.0,0.8411837230235292,-189.7561371972514,234.3694240112551,0.2240965488011284,0.337872787751337,5.0,0.0,0.09356864617629733,0.09356864617629733
252,1,1.1008424355493807,1.0295090074681386,-0.32582471351417,-0.18592674089393701,0.6551780622992658,0.06870559208660831,0.2822292044811662,1.3346198850552522,0.5517114408307334,0.1867077134294504,-0.09770817840425018,0.04319193299969894,-1.6531059066854574,1.580753797992688,0.8498936122006355,0.7700195229233301,3.260030420662907,1.8120741978838784,-0.3398547580488084,0.6546218784561488,0.18035165841032103,-0.9592265897691986,0.8282440003098215,0.8246029809079065,0.8861711208978978,-1.5137312884155,-0.3996804749103169,-0.6581536209597989,-0.8928923188087649,-0.6264751355791731,0.4751347876682051,0.09438373564333875,0.5313587520498366,-0.08260863637887193,0.05265441579945736,0.7348401001246315,-0.01705397150382571,-0.38798515770665465,-0.04544491706684868,1.0824667797317211,2.132708684484784,0.3469068565322722,-2.469820533914168,-0.014763665120738963,-1.0452859397375336,1.2481249442692404,-1.9634747880738392,-0.9661743122304058,-1.3642977524274171,-0.301593902608241,1.7736515272900601,-1.868630462060832,-0.18956184516586694,0.03560760265595077,0.04319906785585513,1.3454087190567736,0.15420403718333384,-0.6159761738183269,0.5317164969850576,0.054550434878644416,2.252560879553022,2.185725478050553,0.6636268406682999,0.6294292038883683,-0.6616796615667284,1.5097210761657862,0.485139573703117,0.42180015731137604,-0.5403508667511123,-0.6315743973682604,2.5746778360147022,0.4089616036341979,1.0265130603135018,1.5974806328004016,-0.08301917778144496,0.629557347561121,-193.06672747031206,63.0,1.0,0.9953113756166778,-193.06672747031206,231.9657418941264,0.018187479681586183,-0.4387633667064108,6.0,0.0,0.09356864617629733,0.09356864617629733
253,1,-0.2714913728329476,-0.08847986677154589,-0.8062607056618469,0.44163320511655696,-2.202113897475036,-1.9321646477822443,0.694266368836705,1.2124205197586275,-0.007680939068617498,1.6013875142023677,1.5808368083326896,2.542198435255836,-0.42295090487905734,-0.5747010028065757,-0.5018432600367929,0.4342152954562116,0.5585157332967924,1.968278520717654,-0.07881772655996358,-0.7512012915154003,1.2559116649233066,0.13710492424188325,-0.9949237968159161,1.3813579398265603,1.3185009778192678,-1.113462268315181,-0.5165959121154877,0.4140655860674028,-0.315516459550984,0.13589701759282674,2.02690208923,0.7371646451855624,0.24731151402040133,0.12961084380202556,-0.25786343843459064,0.5180425595726909,0.4277288702772617,-0.2107753590852472,-0.9057617447825429,-0.4004516089594475,-0.19417375962452244,0.261895586342243,-1.6807323112963684,-2.1570265256252017,-0.3749484352853692,-0.9720823420019526,0.8580441523670418,0.18128415863075195,0.2656174716476971,0.20738726128094861,-1.8148112347671121,0.9046497350612646,-0.7188880118641889,-0.40400041192248015,-0.1142047218794993,1.9615403934265907,-0.7414850195616657,0.20656790059618182,-1.042056503830832,1.1185513014665904,1.135790318988304,1.6728317494344889,1.1463557167189165,1.8159376634127804,0.6481636756178033,0.5404802732578278,-0.05218345724528137,0.7080666563874818,0.011983114435755463,0.9107397420326886,-1.047720946664686,0.9205186423095334,0.34949036856734655,0.4338241413972588,1.732232107531943,0.37434443928425165,-188.65540176590872,63.0,1.0,0.9906038675924608,-188.65540176590872,228.08134778422152,-0.2183511194696166,-0.3666006601477818,6.0,0.0,0.09356864617629733,0.09356864617629733
254,1,0.15889834788906002,-0.9718852066003661,1.4126174953516437,-1.9879818885492482,0.546749563465834,0.7440524697354284,2.612265625492923,-1.6251961728069513,1.006715663966099,-1.8415022117312183,1.1501559541686088,-1.191580666026622,0.4641306508706567,-0.058989324751825056,-0.5377394657112256,2.1301480347085144,0.5569830033739612,-0.014014568716912729,-0.7902044794547219,-0.14254303208254188,1.0123634367414271,0.07324195832734517,-0.5083288342411574,0.1891753138357016,-0.02752648217426898,0.0195253573613782,0.6140223317363176,0.610438707491867,0.7222644688917855,1.9075870500514078,-1.3899898326367517,0.409744350038343,-0.663401400672614,-0.9436895300326064,1.4836137813639954,-0.5614353703156404,-0.1587129664104881,-0.6401963195793435,0.8918450978261595,1.3673343134729792,1.1010856915916574,0.3070987300772169,0.8423109801682169,1.5179455675713913,1.0728217355614071,-1.1415613112267995,-0.7492183286635002,0.4193532793922957,0.19509229350764817,-0.8027062733214709,-0.1256598724811047,-1.7500602396065916,0.15617468467628415,-0.7250991015908465,-1.2428271238221469,0.47610600983939044,0.5939937575211273,-0.8801886331935238,3.404118246670459,1.8712216513826256,0.17834756982161654,1.1538161809392884,1.781804633522118,-1.2374501300207772,0.3377237070902392,0.32986431690039886,2.821001986368961,-0.5066778484493184,-0.4782299358714367,-1.1484530942411613,1.5565743702155153,-0.044677328919491416,-0.7891182814271226,-0.3189355813099298,1.3298079224395662,0.3158001251312035,-194.60234213229467,63.0,1.0,0.9786559899731916,-194.60234213229467,228.49048326699165,-0.22667082660700544,-0.22667082660700544,6.0,0.0,0.09356864617629733,0.09356864617629733
255,1,0.15937507976270826,-0.6360513958826683,0.9339796831721509,-1.1171883248144228,-0.8595970949152545,1.5479916369437552,2.346061764035171,-1.0532798295609278,0.3306363916825848,-0.7767222974339045,-0.10309350250742767,-0.6456386864112166,-0.6270138413620852,-0.5247484466793068,1.3761742980712035,0.026941073785159503,-0.3202134758902877,-0.008476638324427025,-0.9983661871441512,-0.03894144115461884,1.2002430173220018,0.9955808231522693,0.37985992200649354,0.011460644486759488,-0.0021980578480973903,0.425200314245649,-1.094281973716646,1.3765963608410317,0.3444963031041791,0.4439794804821805,-0.751995604926313,1.071917652842887,1.2074673508570721,0.56670605256973,0.025251845354629016,-0.921280088774734,0.12540527856048408,-0.18049591837696838,0.48623264865870325,-0.3676957602166247,-1.9234077626215778,-1.1419233066104324,-0.9242678845016278,-0.16805492461341842,-0.34581063076368757,-1.3659267946237061,-1.3953581798242054,0.4747318702297454,-0.2406263155194219,-0.7723527298887711,-0.14904301578748652,-0.8232870517415801,0.10991408115211407,-0.5490808469834956,-2.2861801509548316,-0.3902495617663362,1.6954039356755326,-0.4044006534706069,0.04343352625993491,2.3590702137196757,-0.06887251668998266,3.0409727380538287,2.261420851932025,-0.4320665131900798,0.16528364203858992,0.12066721842520078,2.3137546927089763,-0.9289061674329031,-0.2531864437864494,-0.10628682844617698,0.6895237499847819,-0.7841517174153194,0.186562654491192,-1.8978128998722972,1.0403538976878999,0.3225845117234491,-186.98406205276555,31.0,1.0,0.9841346680236421,-186.98406205276555,225.31572965217742,-0.021349922353294915,0.059504764485296846,5.0,0.0,0.09356864617629733,0.09356864617629733
256,1,0.10500566440043568,0.7924230550077102,-0.1393625269929747,0.12320246445717795,1.188949518635428,-1.510498440709262,-0.8305973213423865,1.5272975053340512,-0.30385010027522624,1.1485477291927115,1.1485052813431467,1.4507406331849273,0.539805041823299,1.4590894738479234,-0.7727467698693161,0.0029840566039465027,0.6538604320817568,0.45265035238689866,1.3230929586279738,1.292973504704415,-0.3639080066251526,-0.15218317703518,0.1980985100935186,0.9395592495801574,0.15600530268534413,0.4154865429495438,1.788873833487579,-2.0443706498175174,0.10259716604833394,0.33429350201972985,0.8661200480172437,-1.2035529596428307,-0.27421449488562216,-0.05934599028347897,0.5144969520239512,0.985880370313211,-0.8029619453474548,0.10700306933609571,-0.6017479972840263,-0.1527928964444354,1.6279459846172826,1.142337464415428,1.2415390717148018,0.909713113060843,0.0662458895301243,0.7264420460355338,2.080328649609145,-1.133567591862273,0.6622574260231363,1.0400380163687515,0.40165014679795036,-0.3468691929764281,0.635415663611332,1.199155214868549,1.8260391606054922,-0.04618906434049552,-1.7913978424740067,-0.2790092641896925,1.5289149310321384,-0.591355611801079,2.3547566345062063,-0.8087330078425483,0.8920839678295355,2.653801613460206,1.1679110436409468,0.8158589618965519,-1.7527382007770262,0.3660203085096279,0.5127956357978277,-0.07888282375301017,-0.4008965460345236,1.4490684125263953,-0.08741139347724802,2.0299259791673583,1.1880086113286639,0.4548129179474596,-188.85972721598114,63.0,1.0,0.9265786672317684,-188.85972721598114,227.60599596004027,0.04094198231919677,0.19990542394276645,6.0,0.0,0.09356864617629733,0.09356864617629733
257,1,-0.757327719751655,-0.7669530246461753,-0.6324204332174531,-0.18636281632636958,0.2571084961879421,1.5850997869530483,2.6846893410330734,0.03807583081757486,1.0552205154351786,-0.10630715172334311,0.42689249219817527,-1.203271296182363,0.40308282740461077,-0.4181505658994922,0.7160204036970416,0.5718755133485142,-0.640140216606396,-0.8848096437616931,0.7944666581274242,0.1915911940473301,-0.2557998419753257,-0.44077461001071794,1.2416725974798308,-0.08446543425946793,-1.101838496681774,0.4704046932327117,-2.033522651014366,0.2737696016392762,0.9060574540109225,-0.08950062340259735,-0.06939971805096247,2.0908126669137914,0.029108908073296386,-0.3456890923220757,-0.9813844687568589,0.8649749812323989,1.4979296354486396,-0.699963714235134,0.5632519655973761,0.9757126571042278,-0.28057483032428776,-1.2379493078541774,0.26440687124423945,-1.3861517903508496,-1.5747131306224085,0.34752757830206665,-0.7834305405747835,2.1909586939298467,-1.13544902534942,-1.0719414127575273,0.5119641872414271,-0.05451341113188685,-0.04264689962963137,-0.46206044792057005,0.2379681778994464,-0.6194056547575548,0.9456246789496319,0.6029134926247208,0.17496337091591407,1.8563541017681966,1.2301527747661198,2.1270758829630427,1.417194713712826,-0.43425989633653017,0.6558793689629001,0.5714486614506801,2.737110402944526,0.42540381925247406,0.45490051034847834,-0.12991542604473014,0.5547860463441041,0.5559696776798533,0.2508313423783598,-0.9649482465076609,0.7109673869536675,0.42631702943309585,-185.36403318212345,63.0,1.0,0.9838241200675071,-185.36403318212345,218.20172999538198,-0.049053815431420844,-0.06171065212268445,6.0,0.0,0.09356864617629733,0.09356864617629733
258,1,0.45527962753094975,2.406098485786827,0.741378616273182,-0.28021718152256014,-0.958833505423072,1.3632484733054206,2.0029562487985713,1.7972702341089986,-0.2997919604574009,-0.2821749343058306,0.6061800004238997,-0.6687588544967799,-0.7331734935983638,-0.5929020639853019,-0.4550385718703352,0.6163334172300673,-0.24034784861286063,1.6250701712447877,0.9398216668851288,-0.8597807642556747,0.11748630347169808,0.3339657446030968,0.7048290354912381,0.8498117113523451,0.6915945841424155,-0.3432729318101373,-1.8389894984041406,0.6573883298215379,0.1553281430832002,0.6136546449433872,0.47671055134821216,-0.4558443417292783,1.8426075631469716,0.6761221599729366,-1.9292760360488312,2.253140249028381,-0.33560725984491613,1.3848797146749168,0.15529957278292292,0.8643947235937692,0.2702102103504104,-0.4128363369448893,0.5976693376462863,-0.8404103812584256,0.5409203852987401,-0.8780748870730908,-1.484330272394555,1.9465242589324436,-0.39689717805471264,0.48584366060300066,-0.26731604526599684,-0.5019329406065439,-1.1851095480870326,-0.7372203613929895,-1.4828409910733398,-0.9278094041891132,0.12384366500710993,0.37445937482445857,0.8227539806990791,0.8110780252296989,1.6514081452806821,0.6496089189459187,1.5512012107081636,1.299626129276841,-1.1974701812061324,0.7488380015489575,2.156361173554491,-2.1968414857157965,0.3698365695012409,-0.8499368959186232,1.221679573352997,-1.5622117644850275,0.04207481034683323,1.3337459247434722,0.9902925047889135,0.5629501205627141,-192.953304513727,63.0,1.0,0.8992931409228414,-192.953304513727,226.87803672260299,0.1219228493381479,0.20716881043995272,5.0,0.0,0.09356864617629733,0.09356864617629733
259,1,0.3864306309761645,-1.3364183413964317,-0.5842275213866654,-0.3753440630569564,0.8926669769946561,-1.4281695799578866,-1.219448175297469,-1.5108918497038064,1.118286516570986,0.922379353284519,-0.3935092668421637,-0.20421504296300422,1.1003354924553936,1.9816913811346248,0.42925852075704174,-0.3800328941698977,1.1797499263479387,-1.4597753353058593,0.14978215007400153,0.9219248847677842,0.3992211480522038,0.6880915727067467,0.34991570363317187,0.28215431988084866,-1.4021400061160008,-0.3253889045456355,1.903951218495911,-1.5590977126977918,0.7099410663498352,-0.5330878717853933,-0.255216720587011,1.3113503941325404,-2.2726536437201377,0.4053127577050092,1.983862453220762,-1.8371208501665974,1.2185182985582566,-2.3962095580683065,0.5470005225547383,-0.30340313413064823,-0.8544470913939638,0.9827960922622235,-0.40269252692335405,1.5826738518361818,-1.3503250303713197,1.4594056159272435,0.4914921562440242,-1.6512707613422641,0.7600802324198449,-0.592025861617528,-0.08967778944813867,-0.2711696279321429,0.9291920201767818,0.9101466908060614,2.0242420755509816,0.9809546375629994,0.22799362804729678,-0.641167805828706,-0.3478765922824216,0.9543959333941584,1.4587200700000098,0.8852704066944919,0.34220928651643157,1.128785322115079,2.115380252480583,0.5489251991528152,-2.6174792047611497,1.328328205056653,-1.2504856623395157,1.6374261762947622,-0.8147802167428,1.000143304842251,-0.1904095348726387,-0.7774346969975732,2.135313869848379,0.41453538971750037,-197.28241270289737,63.0,1.0,0.9982945706084855,-197.28241270289737,224.17530958642897,-0.07382124970868631,-0.1557555623587632,6.0,0.0,0.09356864617629733,0.09356864617629733
260,1,0.3999251790727782,-1.0553858363781734,-0.14932306574353815,-0.01350592314943179,1.1740698919041999,-1.6851156846583282,-0.670665224875949,-1.4084898220590591,1.2200476522515593,1.0022934774162882,-0.7088029738591266,-0.25451577501449185,0.8060325230777183,1.8446066101321303,0.35380186054972385,-0.9883518187288012,1.0183934086220616,-1.4041858187886365,0.11758343750642163,0.38447072464144777,0.4768758603263007,1.3112249331483115,0.5269542979165187,0.4820439200336042,-1.1868329463837357,-0.44170484711135444,1.7777686874584602,-1.2164130565081774,1.0087353122120055,-0.6906960309617746,-0.52443194211056,1.676135539578977,-1.7212702911808717,0.2751004270269362,2.237958414131866,-1.5407726148504195,1.2755964348212663,-2.099076684504399,0.8720521650550925,-0.6676152481561002,-0.5075995816543089,1.3733701446852533,0.04944116184101657,1.48936144954929,-1.0784944395622074,1.6184973542472898,0.27160953577188246,-1.539818889597271,0.5347441962566722,-0.4067414828268099,-0.47065363058779175,0.1866673832485319,0.5400578394234288,1.1713592784467246,1.823614796548353,0.6748206173738286,0.3045795860333821,-0.20315012697645263,-0.6024399499664316,1.2824123309321227,1.7844388434848464,0.7575163324231042,0.4891708460621642,1.006734771672228,1.9615161791461588,0.5850232433802666,-2.1558119489972447,1.5543895813304582,-1.4367209484485899,1.5546195176544741,-0.8826678185354051,1.047318678452356,-0.261666258653694,-0.6390962555336933,2.0192809663225417,0.338680715015925,-193.2215008739837,31.0,1.0,0.9976708941458253,-193.2215008739837,232.92267025215097,-0.04914498097377873,-0.08389035659084243,5.0,0.0,0.09356864617629733,0.09356864617629733
