name,time,value,.lower,.upper,.width,.point,.interval
E,0,5.966620243440804,5.769929474659701,6.165486758281279,0.5,median,qi
E,1,5.150286784715879,4.303988598352585,5.99973279875902,0.5,median,qi
E,2,2.944444607947137,1.9411990279438693,4.282484320924117,0.5,median,qi
E,3,3.3847835195447242,2.18179059740666,5.113310141132899,0.5,median,qi
E,4,3.228779161252456,1.8591103960905064,4.835750415862202,0.5,median,qi
E,5,2.870338980820393,1.617212089586788,4.770670043265998,0.5,median,qi
E,6,2.8791088603930275,1.5063598118976618,4.674672560173018,0.5,median,qi
E,7,2.851531002123294,1.6778493084542583,4.5396384127685305,0.5,median,qi
E,8,2.964465439491656,1.6995625712913252,4.645573327427029,0.5,median,qi
E,9,2.794260904645694,1.5817150897055425,4.558180227391361,0.5,median,qi
E,10,2.9879393391613087,1.6493754620201753,4.793992566861358,0.5,median,qi
E,11,2.7800135100846557,1.4894583655406624,4.809354936508252,0.5,median,qi
E,12,3.0393994168150895,1.4896637069233059,5.272204166210752,0.5,median,qi
E,13,3.102046503260032,1.5596027011194042,5.385114104564402,0.5,median,qi
E,14,3.343440047286684,1.6601398885092307,5.475430090637283,0.5,median,qi
E,15,4.125936226035853,1.8836043747395526,7.878907657331914,0.5,median,qi
E,16,4.0549610135568495,2.0905387183398028,6.952731221482132,0.5,median,qi
E,17,4.479197026014865,2.504219467980773,7.293778622404744,0.5,median,qi
E,18,4.8008675790574875,2.6490309332851614,7.634691379418251,0.5,median,qi
E,19,4.996021125505542,2.5830580743304195,8.218091128598923,0.5,median,qi
E,20,4.857212044316548,2.5793469492017924,8.538422408145507,0.5,median,qi
E,21,5.151500839679983,2.8471869330726474,8.621750212531637,0.5,median,qi
E,22,5.746164141487076,3.0558471986831286,9.350766321638531,0.5,median,qi
E,23,6.088893562711393,3.0922428517227476,10.118378212011653,0.5,median,qi
E,24,6.272862924903233,3.4168554264529694,10.39288450935123,0.5,median,qi
E,25,6.978000752805457,3.987239609071238,11.111201898083353,0.5,median,qi
E,26,8.447282711054427,4.855809556481425,13.252582168260341,0.5,median,qi
E,27,8.647253314197059,5.274087892083357,12.957002600119198,0.5,median,qi
E,28,8.625023593141208,5.297590204054696,13.226233027978559,0.5,median,qi
E,29,9.815096387729737,6.468860509052261,15.299603277348064,0.5,median,qi
E,30,10.181926088738678,6.7874589416876026,15.47338169257769,0.5,median,qi
E,31,9.648258891675551,6.30714955794563,14.82367780888363,0.5,median,qi
E,32,9.940255156377708,6.347902403336487,14.996338546357503,0.5,median,qi
E,33,9.910197659314576,6.474075537818165,15.02834838426446,0.5,median,qi
E,34,9.656354347919304,6.220743648922033,14.614547574859778,0.5,median,qi
E,35,10.078898097108853,6.52843084871759,14.789657769267462,0.5,median,qi
E,36,10.138471034686876,6.7604979236476295,14.928333890534503,0.5,median,qi
E,37,9.775238354345433,6.455680127911965,14.492370352515051,0.5,median,qi
E,38,9.288466548701006,6.027374839461244,13.922064572243745,0.5,median,qi
E,39,8.24970814547951,5.13483815247319,12.435195361697,0.5,median,qi
E,40,7.820315972857411,5.033573294940435,11.947169992466051,0.5,median,qi
E,41,7.3508880873273394,4.609761070053458,11.321009624418409,0.5,median,qi
E,42,6.492437485494863,3.93490345775308,10.336770229716478,0.5,median,qi
E,43,5.760340275628373,3.615435254084642,9.280655443174917,0.5,median,qi
E,44,5.61281702237729,3.3474175677122515,8.936453865573379,0.5,median,qi
E,45,5.2186035269384545,2.9700698713088967,8.691551736014114,0.5,median,qi
E,46,4.937708733801408,2.852004196771549,8.258025626595343,0.5,median,qi
E,47,4.795724650656564,2.7037959856353764,8.340927963259244,0.5,median,qi
I,0,9.905796378056682,9.606410998170283,10.231056109270957,0.5,median,qi
I,1,8.911847745073779,7.867457706520543,10.160844619746937,0.5,median,qi
I,2,4.165201878298542,2.7939775456025018,5.866073748523861,0.5,median,qi
I,3,3.243222813401087,1.855477334260363,5.0808599922276265,0.5,median,qi
I,4,3.5423355546160753,2.078218323078379,5.6456778376151755,0.5,median,qi
I,5,4.585079538070358,2.651177170502639,7.153094945066374,0.5,median,qi
I,6,7.778290767963787,5.384000904609136,10.95855878319496,0.5,median,qi
I,7,8.032859281054526,6.2245139073902305,11.071902156628997,0.5,median,qi
I,8,7.456740814884023,5.5356450166966,10.036286688420493,0.5,median,qi
I,9,4.901337440413078,3.291668645689487,7.392246150436176,0.5,median,qi
I,10,4.495891804984392,2.834016615646722,6.686810338062917,0.5,median,qi
I,11,4.1716872786172665,2.6545541959262224,6.423545744528308,0.5,median,qi
I,12,3.5400296450299877,2.149190947738872,5.687585577476496,0.5,median,qi
I,13,3.8026509672707762,2.189784555334421,6.014007702556018,0.5,median,qi
I,14,3.9074319721826987,2.2812934091995882,6.348528134263004,0.5,median,qi
I,15,5.891969516663674,3.0059480176069995,9.718093387678397,0.5,median,qi
I,16,10.697359320305612,7.975067366194752,14.535541628198562,0.5,median,qi
I,17,9.973810573989223,7.367010763515083,13.77167742658141,0.5,median,qi
I,18,9.567584143050265,6.88096676044308,13.533710349502549,0.5,median,qi
I,19,6.981613128710065,4.207496184553586,11.081516139449372,0.5,median,qi
I,20,6.873697473210896,3.8850036323883326,11.255065113188731,0.5,median,qi
I,21,6.476441577682585,3.711584344202501,10.765191425424714,0.5,median,qi
I,22,6.723972293888979,3.602616857196283,11.076985667578198,0.5,median,qi
I,23,8.038409847779697,4.516286436424755,12.822944939570172,0.5,median,qi
I,24,8.314761437848816,4.604464463779467,13.048570684362971,0.5,median,qi
I,25,8.212675396414564,4.773368885599373,13.256082953917712,0.5,median,qi
I,26,12.698466205999846,8.529837719819096,18.043229499915746,0.5,median,qi
I,27,13.505148845467348,9.321598890490502,18.931628746990064,0.5,median,qi
I,28,14.21540724512436,10.215862136687868,19.762281427599657,0.5,median,qi
I,29,13.602679277697407,9.554721672548816,20.71032260157142,0.5,median,qi
I,30,13.670623683193057,9.390932534164282,20.48424883067792,0.5,median,qi
I,31,15.527269520805653,11.27992489843221,21.403769196614043,0.5,median,qi
I,32,16.09089781884937,11.617521502717594,22.571571932363593,0.5,median,qi
I,33,16.620627306675573,11.750104384420725,23.0435681098963,0.5,median,qi
I,34,16.65048444766134,12.024944932380329,23.498910473307866,0.5,median,qi
I,35,15.639143062461397,10.76621740289941,22.206534447849165,0.5,median,qi
I,36,14.993946725906808,9.98336674385559,21.754224426131355,0.5,median,qi
I,37,15.62092831808648,10.653938887587545,22.03294342949193,0.5,median,qi
